LocalId,GlobalId,Age,Gender,Region,CityCode,TotalSpent,TotalPur,FirstPur,LastPur,NovelPur,ChildPur,YouthPur,CookPur,DiyPur,RefPur,ArtPur,GeogPur,ProvCook,ProvAtlas,ProvArt,RelPur,ProvPur
2165,17894,56,0,SW,P,191,4,1384383600.0,4,2,0,0,0,0,0,0,0,0,0,0,0,No
2166,17895,58,0,SW,N,305,4,1357081200.0,10,1,0,0,0,1,0,0,0,0,0,0,0,No
2167,17899,39,0,NE,S,92,6,1315432800.0,20,2,1,0,1,0,1,0,0,0,0,0,0,No
2168,17918,56,1,SW,G,191,5,1357599600.0,14,3,1,1,0,0,0,0,0,1,0,0,1,No
2169,17922,19,1,SW,O,432,12,1231542000.0,16,2,1,1,2,1,0,0,0,0,0,0,0,No
2170,17932,60,1,NE,J,329,12,1289516400.0,2,4,3,0,1,1,0,0,0,0,0,0,0,No
2171,17935,57,0,NE,E,188,2,1363906800.0,14,1,0,0,1,0,0,0,1,0,0,0,1,No
2172,17936,27,0,SW,M,281,4,1363647600.0,12,2,1,0,0,0,0,0,1,1,0,0,2,No
2173,17942,20,0,NE,Q,392,15,1226962800.0,16,5,4,0,1,1,3,0,0,0,0,0,0,No
2175,17956,28,0,SE,B,273,2,1357772400.0,16,1,0,0,0,0,1,1,0,0,0,0,1,Yes
2176,17958,60,1,SW,M,451,18,1279836000.0,14,7,2,1,4,2,0,0,3,0,0,1,4,No
2177,17959,46,0,SE,A,266,3,1362697200.0,14,2,0,0,1,0,0,0,0,0,0,0,0,Yes
2179,17981,30,0,NE,I,152,12,1321830000.0,4,2,1,1,1,1,0,0,0,0,0,0,0,No
2180,17982,20,0,SE,R,63,2,1316124000.0,32,1,1,0,0,0,0,0,0,0,0,0,0,No
2181,18008,62,1,NE,S,403,16,1242597600.0,14,8,4,0,2,1,1,0,0,0,0,0,0,No
2183,18036,67,0,SE,B,291,5,1352329200.0,2,2,0,0,1,0,0,0,0,0,0,0,0,No
2184,18039,56,0,NE,E,71,6,1295823600.0,34,4,1,0,0,1,0,0,0,0,0,0,0,No
2185,18040,56,0,SW,M,303,12,1248040800.0,10,1,2,1,2,1,0,2,0,0,0,0,2,No
2186,18064,35,0,NE,S,442,14,1294786800.0,14,4,0,3,3,1,0,0,1,0,0,0,1,No
2187,18077,57,1,NE,Q,44,4,1330988400.0,22,2,1,0,0,1,0,0,0,0,0,0,0,No
2188,18079,50,0,SW,N,67,3,1373839200.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
2189,18080,58,0,SE,C,195,5,1374530400.0,6,3,0,0,0,0,0,0,0,0,0,0,0,No
2190,18083,52,1,NE,K,151,14,1226098800.0,34,4,1,1,3,0,1,0,0,0,0,0,0,No
2191,18087,31,1,NE,E,251,2,1363042800.0,14,1,0,0,0,0,0,0,0,0,0,0,0,No
2193,18108,52,0,NE,K,291,1,1378850400.0,8,0,0,0,0,0,0,0,0,0,0,0,0,No
2194,18112,55,0,NE,K,181,5,1364252400.0,8,3,0,1,0,0,0,0,0,0,0,0,0,No
2195,18114,49,0,SE,C,126,4,1352415600.0,8,1,0,0,1,0,0,0,1,0,0,0,1,No
2196,18115,20,0,NE,D,116,3,1367445600.0,12,2,0,0,0,0,0,0,0,0,0,0,0,No
2197,18123,48,0,SE,B,150,2,1321570800.0,30,1,0,0,1,0,0,1,0,0,0,0,1,No
2198,18132,19,0,NE,S,265,4,1364252400.0,14,3,0,0,0,0,0,1,0,0,0,0,1,No
2199,18153,57,0,NE,Q,298,5,1346882400.0,12,2,0,0,0,0,1,0,1,0,0,0,1,No
2200,18156,33,1,SW,H,212,2,1374357600.0,10,1,0,0,0,0,0,0,1,0,0,0,1,No
2201,18157,56,0,SW,H,284,6,1327273200.0,22,4,1,0,1,0,0,0,0,0,0,0,0,No
2202,18168,19,0,NE,S,200,2,1369519200.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
2203,18174,47,0,SE,A,257,11,1279663200.0,16,3,2,0,2,2,0,0,0,0,0,1,1,No
2204,18175,62,0,SE,C,105,3,1368136800.0,4,1,0,0,0,0,0,0,0,0,0,0,0,No
2205,18197,53,1,SE,A,274,2,1394924400.0,2,1,0,0,0,0,0,0,0,0,0,0,0,No
2206,18206,21,1,NW,L,190,5,1363474800.0,6,3,0,0,1,0,0,0,1,0,0,0,1,No
2207,18208,70,0,SW,P,222,5,1337119200.0,18,3,0,0,0,0,0,1,1,0,0,0,2,No
2208,18215,37,0,NE,J,358,11,1295996400.0,6,4,2,1,1,0,0,1,3,0,1,0,5,No
2209,18247,25,0,NE,I,134,2,1358895600.0,16,1,0,0,0,0,0,0,0,1,0,0,1,No
2210,18257,66,0,SW,O,300,4,1363820400.0,12,2,0,0,0,0,0,0,0,0,0,0,0,No
2211,18259,22,0,SW,M,269,4,1372975200.0,8,2,0,0,0,0,0,0,2,0,0,0,2,No
2213,18272,27,1,SW,O,48,2,1363993200.0,14,1,0,0,0,0,0,0,0,0,0,0,0,No
2214,18278,30,0,NE,J,136,5,1357426800.0,10,3,1,0,0,0,0,0,0,0,0,0,0,Yes
2215,18280,21,0,SW,H,366,13,1274306400.0,8,1,2,1,0,2,0,0,1,0,1,0,2,No
2216,18287,33,0,NE,E,388,14,1317074400.0,8,3,1,1,1,2,0,0,2,0,0,0,2,No
2217,18291,57,0,SW,N,224,4,1374012000.0,2,2,0,0,0,0,0,0,2,0,0,0,2,No
2218,18297,36,1,NW,L,133,2,1310248800.0,34,1,0,0,1,0,0,0,0,0,0,0,0,No
2219,18303,39,0,NE,I,271,2,1388790000.0,2,0,0,0,0,0,0,0,0,0,0,0,0,No
2220,18306,59,1,SE,A,190,6,1363129200.0,8,4,1,0,0,0,0,0,1,0,0,0,1,No
2221,18324,46,1,NE,K,181,5,1353279600.0,16,3,0,1,0,0,0,0,0,0,0,0,0,No
2222,18327,39,0,NE,E,243,3,1384729200.0,6,2,0,0,0,0,0,1,0,0,0,0,1,No
2223,18332,59,0,NE,S,57,4,1363042800.0,2,1,0,0,0,0,1,1,0,2,0,0,3,No
2224,18340,32,1,SW,N,299,1,1390172400.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
2225,18351,66,0,NE,D,343,5,1335823200.0,14,2,0,0,0,1,1,1,0,0,0,0,1,No
2226,18359,18,1,SE,R,203,5,1394492400.0,2,4,0,0,0,0,0,2,0,0,0,0,2,No
2227,18360,60,0,NE,D,232,7,1326409200.0,14,2,2,0,1,0,0,0,0,0,0,0,0,No
2228,18361,47,0,SE,R,166,12,1283810400.0,16,3,3,0,3,1,0,0,1,0,0,0,1,No
2229,18365,64,0,NE,K,170,5,1342216800.0,14,3,1,1,0,0,0,0,1,0,0,0,1,No
2230,18386,38,0,NE,K,142,4,1320274800.0,16,1,0,0,1,2,0,0,0,0,0,0,0,No
2231,18399,47,1,NE,D,258,4,1306101600.0,30,2,1,0,1,0,0,0,2,0,0,0,2,No
2232,18401,56,0,NE,J,153,2,1389567600.0,4,1,0,0,0,0,0,1,0,0,0,0,1,No
2233,18405,53,0,SE,A,194,3,1368050400.0,12,2,0,0,0,0,0,0,0,0,0,0,0,No
2234,18411,14,1,NE,K,135,5,1363302000.0,10,3,0,0,0,0,1,0,1,0,0,0,1,No
2235,18416,45,0,SE,R,274,5,1380146400.0,2,3,0,0,0,0,0,1,0,0,0,0,1,Yes
2236,18418,37,0,SW,G,273,20,1178661600.0,16,8,1,2,7,0,0,1,0,0,0,0,1,No
2237,18425,52,0,NE,K,205,3,1369260000.0,12,2,0,0,0,0,0,1,0,0,0,0,1,No
2238,18428,68,0,SE,A,135,13,1311285600.0,6,4,0,1,4,1,0,1,1,0,0,0,2,No
2239,18437,47,0,SW,O,325,2,1347919200.0,14,0,0,0,1,0,0,0,0,0,0,0,0,No
2241,18451,51,0,NE,D,288,6,1315432800.0,26,4,0,2,0,0,0,0,0,0,0,0,0,No
2242,18456,70,0,SW,P,279,5,1363302000.0,8,3,1,0,0,0,0,2,0,0,0,0,2,No
2243,18458,47,0,SW,P,120,4,1384210800.0,6,3,0,0,0,0,0,0,1,1,0,0,2,No
2244,18466,46,0,NE,F,51,2,1373493600.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
2245,18489,50,0,NW,L,274,3,1373580000.0,10,2,0,0,0,0,0,0,0,0,0,0,0,No
2246,18493,58,0,NE,K,421,16,1226703600.0,12,6,1,1,4,1,1,0,2,0,0,0,2,No
2247,18507,47,0,SE,R,183,6,1343253600.0,14,4,0,0,0,1,0,0,0,0,0,0,0,Yes
2248,18508,50,0,SE,B,347,10,1294700400.0,4,3,1,1,2,1,0,0,0,0,1,0,1,No
2249,18512,57,0,SE,C,179,8,1299279600.0,20,3,2,1,2,0,0,0,0,0,0,0,0,No
2250,18519,57,0,SW,G,309,12,1321225200.0,14,4,3,0,2,1,1,0,0,1,0,0,1,No
2251,18526,64,0,SE,B,26,2,1369692000.0,12,1,0,0,0,0,0,0,0,0,0,0,0,No
2254,18539,50,0,NE,I,363,7,1300489200.0,14,2,0,0,2,0,1,0,2,0,0,0,2,No
2255,18546,51,0,SE,C,326,6,1335909600.0,20,4,0,0,1,0,0,0,1,0,0,0,1,No
2256,18562,22,0,SW,P,249,6,1373580000.0,4,4,0,0,0,0,0,2,1,0,0,0,3,No
2257,18577,49,1,NE,F,293,5,1300748400.0,34,3,0,1,1,0,0,0,0,0,0,0,0,No
2258,18593,27,0,NE,I,237,4,1393887600.0,2,3,0,0,0,0,0,2,0,0,0,0,2,No
2259,18596,57,1,SW,M,143,2,1357686000.0,16,1,1,0,0,0,0,0,0,0,0,0,0,No
2260,18600,23,1,SE,A,176,2,1369605600.0,12,1,0,0,0,0,0,0,1,0,0,0,1,No
2261,18601,37,1,NE,Q,392,11,1317160800.0,2,2,2,0,1,0,0,0,0,0,0,0,0,No
2262,18603,32,0,NE,K,227,4,1347228000.0,14,2,1,0,1,0,0,1,0,0,0,0,1,Yes
2263,18621,25,1,NE,J,105,4,1374271200.0,10,3,0,0,0,0,0,1,0,1,0,0,2,Yes
2264,18622,54,0,SW,N,215,3,1368828000.0,12,2,0,0,0,0,0,1,0,0,0,0,1,No
2265,18623,59,0,SW,G,228,5,1310680800.0,12,0,1,0,0,0,1,1,0,0,0,0,1,Yes
2266,18630,56,0,NE,K,155,2,1357599600.0,16,1,1,0,0,0,0,0,0,0,0,0,0,Yes
2267,18631,20,0,NE,E,408,13,1262473200.0,16,4,3,1,0,3,0,0,1,0,0,0,1,No
2268,18644,66,0,NE,S,27,3,1321570800.0,30,2,0,0,0,1,0,0,0,0,0,0,0,No
2269,18647,44,0,NE,I,201,4,1305496800.0,32,2,0,1,1,0,0,0,0,0,0,0,0,No
2270,18652,32,0,SW,M,215,2,1390258800.0,4,1,0,0,0,0,0,0,0,0,0,0,0,Yes
2272,18659,64,0,SW,N,178,7,1341612000.0,8,3,1,1,0,0,0,0,0,0,0,0,0,No
2273,18660,44,0,NW,L,298,5,1310853600.0,32,3,0,1,0,0,0,0,1,0,0,0,1,Yes
2274,18665,30,0,NE,S,256,5,1353452400.0,10,1,0,0,0,0,0,0,0,0,0,0,0,Yes
2275,18672,18,1,NE,J,294,2,1352242800.0,18,1,1,0,0,0,0,0,0,0,0,0,0,No
2276,18673,41,1,NE,K,298,6,1347746400.0,6,3,1,0,0,0,0,0,1,0,0,0,1,No
2277,18679,56,0,NE,J,347,15,1178575200.0,24,3,3,2,2,1,1,0,0,0,0,0,0,No
2278,18680,44,1,NE,K,158,4,1380319200.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2279,18681,58,0,NE,E,31,3,1374530400.0,10,2,0,0,0,0,0,0,0,0,0,0,0,No
2280,18691,61,0,SE,B,311,16,1226098800.0,30,4,2,0,3,0,2,0,1,0,0,0,1,No
2281,18701,65,1,NE,I,419,11,1252965600.0,14,3,1,2,0,1,0,0,2,0,0,1,3,No
2282,18707,19,0,NE,K,292,4,1368136800.0,12,3,0,0,0,0,0,0,0,0,0,0,0,No
2283,18712,35,1,SW,O,367,12,1267484400.0,26,5,0,0,4,1,1,0,3,0,0,0,3,No
2285,18734,44,0,NE,I,284,17,1209592800.0,18,6,5,2,1,0,1,0,0,0,0,0,0,No
2286,18737,19,0,SW,P,228,1,1374357600.0,10,0,0,0,0,0,0,0,0,0,0,0,0,No
2287,18749,60,1,NW,L,235,4,1327100400.0,28,3,1,0,0,0,0,0,1,0,0,0,1,No
2288,18751,74,1,NE,D,347,8,1259103600.0,36,2,1,0,4,0,0,0,0,1,0,1,2,No
2289,18754,27,1,NE,S,246,5,1320274800.0,26,3,1,0,0,0,1,0,0,0,0,0,0,No
2290,18755,31,0,NE,D,62,4,1363734000.0,6,2,0,0,1,0,0,0,0,0,0,0,0,No
2292,18860,34,1,NE,F,335,15,1259017200.0,4,4,4,1,3,0,0,0,0,0,0,1,1,Yes
2293,18861,53,0,NE,D,467,17,1178488800.0,14,5,1,2,2,3,3,0,3,0,0,0,3,No
2294,18865,44,0,NE,I,53,3,1346450400.0,16,1,0,1,0,0,1,0,0,0,0,0,0,No
2295,18866,62,0,NW,L,162,1,1315951200.0,32,0,0,0,0,0,0,0,0,0,0,0,0,No
2296,18867,13,0,NE,K,278,14,1273615200.0,16,4,2,0,3,2,1,0,2,0,0,0,2,No
2297,18876,42,0,SW,G,290,7,1311199200.0,12,3,2,1,0,0,0,1,0,0,0,0,1,No
2298,18887,61,0,SW,P,321,8,1300834800.0,16,1,1,2,1,1,0,0,1,0,0,0,1,No
2299,18890,48,0,NE,K,310,1,1357599600.0,16,0,0,0,0,1,0,1,0,0,0,0,1,No
2300,18897,15,0,SE,R,328,2,1367704800.0,10,0,0,0,0,0,0,0,0,1,0,0,1,No
2301,18909,59,0,NE,F,170,6,1341352800.0,8,2,1,0,1,1,0,0,1,0,0,0,1,No
2302,18912,52,0,SW,M,195,7,1290639600.0,8,1,2,0,0,0,0,0,0,0,0,0,0,No
2303,18918,56,0,SW,N,211,2,1389654000.0,4,1,0,0,0,0,0,0,1,0,0,0,1,No
2304,18922,32,1,SE,R,364,11,1246399200.0,16,3,2,1,2,1,0,0,0,0,0,0,0,No
2305,18961,62,0,NE,S,445,17,1253829600.0,12,5,3,1,5,0,0,0,0,0,0,1,1,No
2306,18962,55,1,SE,R,258,2,1380232800.0,8,1,0,0,0,0,0,0,0,0,0,0,0,No
2307,18968,17,1,SW,O,264,4,1351810800.0,10,2,1,0,0,0,0,0,2,0,0,0,2,No
2308,18977,47,0,NE,I,175,4,1362351600.0,6,2,1,0,0,0,0,0,0,0,0,0,0,No
2309,18978,23,1,NE,Q,171,10,1211839200.0,32,3,2,1,1,0,0,0,0,0,0,0,0,No
2310,18984,39,0,NE,I,456,15,1195945200.0,16,4,2,0,2,4,1,2,0,0,0,0,2,No
2311,18985,63,0,SE,R,168,5,1353970800.0,16,3,0,1,1,0,0,2,0,0,0,0,2,No
2312,18989,30,0,SW,N,257,5,1363993200.0,10,3,0,0,1,0,0,0,0,1,0,0,1,No
2314,18994,61,1,SW,M,85,2,1374098400.0,10,1,0,0,0,0,0,0,0,1,0,0,1,No
2315,19002,23,0,SE,B,323,6,1379714400.0,4,4,0,0,0,0,0,0,3,0,0,0,3,No
2316,19014,57,1,NE,Q,223,2,1358636400.0,16,1,0,0,1,0,0,0,0,0,0,0,0,No
2318,19016,50,1,NE,K,161,2,1363820400.0,14,1,0,1,0,0,0,1,0,0,0,0,1,No
2319,19026,60,0,SW,P,70,2,1315864800.0,32,1,0,0,0,1,0,0,0,0,0,0,0,No
2320,19029,57,0,SE,A,318,4,1347573600.0,18,2,1,0,0,0,0,0,1,0,0,0,1,No
2321,19039,25,0,NE,E,241,1,1351810800.0,18,0,0,0,0,0,0,0,0,0,0,0,0,No
2323,19078,22,0,SW,H,250,4,1314828000.0,28,2,0,0,0,0,0,0,1,0,0,0,1,No
2324,19079,52,0,NE,S,87,5,1353970800.0,6,2,0,0,1,0,0,0,0,0,0,0,0,No
2325,19080,55,0,NE,I,155,10,1321311600.0,6,3,0,0,2,0,0,0,0,0,0,0,0,No
2326,19089,53,1,NE,D,327,4,1347487200.0,16,2,0,1,1,0,0,0,1,1,0,0,2,Yes
2327,19097,32,0,SW,G,262,17,1163026800.0,32,5,1,1,1,4,2,0,0,0,1,0,1,No
2328,19116,35,1,NE,K,73,2,1367704800.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
2329,19126,32,0,SW,G,45,3,1321052400.0,30,2,0,0,0,1,0,0,0,0,0,0,0,No
2330,19140,57,1,NE,K,148,4,1358463600.0,8,2,0,0,1,0,0,0,0,0,0,0,0,No
2331,19161,32,0,SW,H,76,4,1352502000.0,12,2,0,1,0,0,0,1,0,0,0,0,1,No
2332,19164,68,0,SW,P,217,3,1373320800.0,10,2,0,0,0,0,0,1,0,0,0,0,1,No
2333,19171,55,0,NE,D,187,2,1368136800.0,12,1,0,0,0,0,0,0,1,0,0,0,1,No
2334,19187,60,0,NE,S,306,5,1372888800.0,10,4,0,0,0,0,0,0,3,0,0,0,3,No
2335,19198,19,0,SW,G,380,14,1200870000.0,16,3,3,3,2,1,1,0,0,0,0,0,0,No
2336,19201,24,0,NE,J,251,7,1316383200.0,12,1,1,0,1,0,1,0,0,0,0,0,0,No
2337,19204,44,0,NE,Q,191,12,1331161200.0,8,4,0,2,3,0,0,0,0,0,0,0,0,No
2338,19220,49,0,NE,F,76,2,1374789600.0,10,1,0,0,0,0,0,0,0,0,0,0,0,No
2339,19225,40,0,SW,H,381,12,1284328800.0,2,3,0,0,3,0,1,0,1,0,0,0,1,No
2340,19226,32,0,NE,I,191,3,1383433200.0,6,2,0,0,0,0,0,0,0,0,0,0,0,No
2341,19237,32,0,NW,L,187,3,1354057200.0,14,1,0,1,1,0,0,0,1,0,0,0,1,No
2342,19242,19,1,NE,F,212,1,1368050400.0,12,0,0,0,0,0,0,0,0,0,0,0,0,No
2343,19244,41,0,NE,I,318,3,1336514400.0,20,1,1,0,0,1,0,1,1,0,0,0,2,No
2344,19245,52,0,SW,O,235,13,1280181600.0,16,3,3,1,3,0,1,1,1,0,0,1,3,No
2345,19247,32,0,NE,J,245,5,1343253600.0,18,3,0,0,2,0,0,1,0,0,0,0,1,No
2346,19251,31,0,NE,S,154,1,1364079600.0,14,0,0,0,0,1,0,1,0,0,0,0,1,No
2347,19261,31,0,NE,S,278,17,1257462000.0,2,5,1,3,1,2,2,1,2,0,1,1,5,No
2348,19263,34,1,NE,K,279,5,1305756000.0,32,3,0,0,0,0,1,1,0,0,0,1,2,No
2349,19266,56,0,SW,N,143,4,1326582000.0,20,2,0,0,0,0,1,1,0,0,0,0,1,No
2350,19275,13,1,NE,J,248,5,1342735200.0,16,3,0,0,1,0,0,1,0,1,0,0,2,No
2351,19281,68,0,NE,E,232,10,1273615200.0,8,3,2,1,1,0,0,0,0,0,0,0,0,No
2352,19291,30,0,NE,F,79,4,1374789600.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2353,19306,18,0,NE,E,230,5,1367791200.0,12,4,0,0,0,0,0,2,0,0,0,0,2,No
2354,19316,38,0,NW,L,181,3,1367877600.0,12,2,0,0,0,0,0,2,0,0,0,0,2,No
2355,19334,60,1,SW,G,244,1,1309816800.0,34,0,0,0,0,0,0,0,0,1,0,0,1,No
2357,19345,27,1,SW,O,305,6,1373580000.0,10,5,0,0,0,0,0,0,2,0,0,0,2,No
2358,19346,74,0,SE,R,177,3,1316383200.0,32,2,0,0,0,1,0,0,0,0,0,0,0,No
2359,19348,23,1,SE,A,289,18,1300316400.0,6,6,4,1,0,0,1,0,0,0,1,1,2,Yes
2360,19357,55,1,SE,B,219,5,1330902000.0,22,3,1,0,0,0,0,0,1,0,0,0,1,No
2361,19362,64,0,NE,J,67,5,1352070000.0,12,3,0,0,0,0,1,0,0,0,0,0,0,No
2363,19381,14,0,NE,Q,294,3,1373580000.0,10,2,0,0,0,0,0,0,0,0,0,0,0,No
2364,19390,35,0,SE,A,306,6,1348178400.0,14,4,1,0,1,0,0,1,3,0,0,0,4,No
2366,19402,48,0,SE,R,261,2,1357081200.0,16,1,0,0,0,0,1,0,0,0,0,0,0,No
2367,19414,65,0,SE,A,93,3,1389222000.0,4,2,0,0,0,0,0,0,0,0,0,0,0,No
2368,19418,55,0,SE,B,187,3,1368482400.0,12,2,0,0,0,0,0,1,1,0,0,0,2,No
2369,19428,32,1,SE,R,163,3,1337378400.0,24,2,0,0,0,0,0,1,0,0,0,0,1,No
2370,19431,53,1,NE,I,74,2,1363388400.0,14,1,0,0,1,0,0,1,0,2,0,0,3,No
2371,19433,61,1,NE,J,279,3,1388703600.0,2,1,0,0,0,0,0,1,0,1,0,0,2,No
2373,19440,57,0,NE,I,147,6,1315605600.0,16,2,0,2,1,0,0,0,0,0,0,0,0,No
2374,19446,70,0,NE,K,315,5,1331334000.0,20,3,0,0,0,0,2,0,1,0,0,0,1,No
2375,19458,64,0,SE,A,284,4,1363042800.0,14,3,0,0,1,0,0,0,0,2,0,0,2,No
2376,19474,65,0,SW,G,267,7,1325458800.0,10,1,0,1,2,0,0,0,0,0,1,1,2,No
2377,19488,33,1,SW,N,81,5,1358290800.0,10,3,0,1,0,0,0,1,0,0,0,0,1,No
2378,19489,54,0,NE,K,285,5,1332799200.0,16,2,2,0,1,0,0,0,2,0,0,0,2,No
2380,19508,57,1,NE,K,304,15,1274652000.0,10,4,3,1,2,0,1,2,0,1,0,0,3,No
2381,19513,38,0,SW,H,266,5,1305324000.0,32,3,0,0,1,1,0,1,1,1,0,0,3,No
2382,19515,28,0,SE,C,32,3,1348783200.0,12,1,1,0,0,0,0,0,0,0,0,0,0,No
2383,19517,16,1,SW,G,317,4,1368741600.0,6,2,0,0,0,0,0,0,1,0,0,0,1,No
2385,19528,57,1,SW,P,92,1,1393974000.0,2,0,0,0,0,0,0,0,0,0,0,0,0,No
2386,19529,48,0,SW,P,424,14,1264374000.0,12,3,1,2,2,0,1,0,2,0,0,0,2,No
2387,19551,51,0,SE,B,420,19,1273874400.0,8,7,1,1,4,1,1,1,6,0,0,0,7,No
2388,19559,35,1,NE,I,127,5,1300662000.0,32,3,0,1,0,0,0,1,0,1,0,1,3,No
2389,19563,67,0,NE,Q,25,3,1393887600.0,2,2,0,0,0,0,0,1,0,0,0,0,1,No
2390,19573,34,0,NW,L,198,4,1362092400.0,8,2,0,0,0,1,0,1,0,0,0,0,1,No
2392,19590,65,0,SE,A,179,7,1316296800.0,12,3,1,0,1,0,0,0,0,0,0,0,0,No
2393,19601,55,0,NE,F,381,13,1332712800.0,8,5,2,0,1,1,1,0,1,0,0,0,1,No
2394,19617,29,0,NE,F,234,4,1341093600.0,14,1,1,0,0,1,1,0,0,0,0,0,0,No
2395,19634,24,1,SW,H,235,4,1368396000.0,12,3,0,0,0,0,0,0,1,0,0,0,1,No
2396,19638,57,1,SW,M,121,10,1274997600.0,32,2,1,2,2,1,0,0,0,1,0,0,1,No
2397,19644,55,1,NE,E,359,16,1215295200.0,12,5,3,1,1,1,1,0,0,0,0,0,0,No
2398,19645,51,0,NE,F,153,2,1310594400.0,30,0,1,0,0,0,1,0,1,0,0,0,1,No
2399,19646,27,1,NW,L,179,3,1373752800.0,10,2,0,0,0,0,0,2,0,0,0,0,2,Yes
2400,19671,62,0,NE,F,232,3,1359154800.0,16,2,0,1,0,0,0,0,0,0,0,0,0,Yes
2401,19677,40,0,SE,C,392,16,1259017200.0,16,6,2,1,4,0,2,0,0,1,0,1,2,No
2402,19689,57,0,SW,M,143,3,1357081200.0,16,2,0,0,0,1,0,0,0,1,0,0,1,No
2403,19694,14,0,SW,O,105,4,1347055200.0,12,2,0,0,0,1,0,0,0,0,0,0,0,No
2404,19699,24,0,SE,A,254,7,1353884400.0,12,5,1,0,0,0,0,2,1,0,0,0,3,No
2405,19702,67,0,NE,K,260,7,1373407200.0,10,6,0,0,0,0,0,0,2,0,0,0,2,No
2406,19709,56,1,SW,M,208,4,1346882400.0,16,2,1,0,1,0,0,0,0,1,0,0,1,No
2407,19738,43,0,SE,A,89,2,1310421600.0,34,1,0,0,0,0,0,0,0,0,0,0,0,No
2408,19749,29,0,SE,A,79,5,1357254000.0,12,3,1,0,0,0,0,1,0,0,0,0,1,No
2409,19784,57,1,NE,K,98,6,1353625200.0,10,3,2,0,0,0,0,0,0,1,0,0,1,No
2411,19805,58,0,NE,Q,419,18,1195772400.0,14,6,3,3,2,3,0,0,2,0,0,0,2,No
2412,19806,25,0,NE,Q,122,4,1378245600.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2413,19819,16,1,NE,Q,146,5,1346536800.0,16,3,0,0,0,1,1,2,0,1,0,1,4,No
2414,19834,51,1,NE,E,130,5,1337292000.0,10,2,0,0,1,0,0,2,0,1,0,0,3,No
2415,19851,35,0,NE,E,96,1,1341093600.0,22,0,0,0,0,0,0,0,0,0,0,0,0,No
2416,19868,39,0,SE,C,342,13,1216677600.0,22,4,2,2,4,0,0,0,3,0,1,0,4,No
2417,19881,60,0,SW,P,178,5,1380060000.0,4,3,0,0,0,0,0,0,3,0,0,0,3,No
2418,19884,60,0,SE,C,22,3,1384729200.0,6,2,0,0,0,0,0,0,0,0,0,0,0,No
2420,19892,25,0,NE,Q,250,13,1336514400.0,8,6,1,0,1,3,0,0,0,0,0,0,0,No
2421,19894,66,1,NE,E,143,3,1362524400.0,14,2,1,0,0,0,0,0,0,0,0,0,0,No
2422,19920,38,0,NE,I,216,5,1309644000.0,26,3,0,0,0,1,0,0,0,0,0,0,0,No
2423,19925,15,0,NE,E,309,10,1310421600.0,12,5,0,1,3,0,0,0,0,0,1,0,1,No
2424,19930,32,0,NE,S,47,3,1374357600.0,10,2,0,0,0,0,0,2,0,0,0,0,2,No
2425,19931,45,0,NE,E,32,4,1367964000.0,12,3,0,0,0,0,0,2,0,0,0,0,2,No
2426,19965,50,0,SW,H,73,5,1310162400.0,34,4,0,0,0,0,0,2,0,0,0,0,2,No
2427,19968,16,0,NE,K,300,3,1358377200.0,16,2,0,0,0,0,0,1,0,1,0,0,2,No
2428,19969,70,0,NE,E,138,9,1274047200.0,8,2,0,1,2,0,0,0,0,0,0,0,0,No
2429,19977,54,1,SW,H,176,6,1353106800.0,12,4,0,0,1,0,0,3,1,0,0,0,4,No
2430,19996,51,0,SE,B,245,3,1394838000.0,2,2,0,0,0,0,0,0,0,0,0,0,0,No
2431,20009,69,0,SE,C,179,2,1383865200.0,6,1,0,0,0,0,0,0,0,1,0,0,1,No
2432,20016,18,1,SW,P,261,3,1305324000.0,34,1,0,0,0,1,0,1,2,0,0,0,3,Yes
2433,20024,39,1,SW,M,223,2,1389826800.0,4,1,0,0,0,0,0,1,0,0,0,0,1,No
2434,20028,35,0,SW,N,112,2,1326322800.0,22,0,0,0,0,0,0,0,0,0,0,0,0,No
2435,20032,15,0,NE,S,151,4,1295391600.0,34,2,1,0,0,0,0,0,0,0,0,0,0,No
2436,20041,33,1,NE,D,354,5,1316383200.0,24,1,1,1,0,1,0,0,1,0,0,0,1,No
2437,20043,49,0,SW,N,83,5,1363993200.0,14,4,0,1,0,0,0,2,0,0,0,0,2,No
2438,20044,62,0,SW,H,267,7,1289343600.0,12,1,1,0,1,1,1,2,0,0,0,0,2,No
2439,20048,55,1,SE,C,161,5,1325545200.0,22,3,2,0,0,0,0,0,0,0,0,0,0,No
2440,20050,56,1,NW,L,161,1,1388703600.0,4,0,0,0,0,0,0,0,0,0,0,0,0,No
2441,20053,60,0,NE,K,148,3,1373839200.0,10,2,0,0,0,0,0,1,0,0,0,0,1,No
2442,20056,43,0,SW,M,127,2,1389654000.0,4,1,0,0,0,0,0,1,0,0,0,0,1,No
2443,20061,62,0,SW,O,345,15,1209852000.0,16,3,1,1,4,2,0,1,0,1,0,0,2,No
